sym,open,close,change,percent,snr,flow
ATEN,13.1,13.77,0.67,0.051,0.24,224183104
IRBT,11.81,7.32,-4.49,-0.38,-0.4,223290273
DBI,8.17,6.64,-1.53,-0.187,-0.25,223130281
UMH,17.88,19.46,1.58,0.088,0.36,222969250
SAVE,2.9,2.58,-0.32,-0.11,-0.21,222679686
TPC,24.9,23.97,-0.93,-0.037,-0.03,221019594
SXT,78.19,77.84,-0.35,-0.004,-0.03,220435922
TWO,13.55,14.16,0.61,0.045,0.16,217853917
IBTX,58.87,58.22,-0.65,-0.011,-0.04,216368910
HTH,32.87,32.85,-0.02,-0.001,-0.04,216189139
WTTR,12.2,11.53,-0.67,-0.055,0,215894338
BXC,120.2,100.64,-19.56,-0.163,-0.27,214824620
PMT,13.85,14.21,0.36,0.026,0.11,214664316
GHC,751.3,795.19,43.89,0.058,0.04,214390044
AMRC,31.86,30.45,-1.41,-0.044,-0.06,214324290
NWN,40.16,40.22,0.06,0.001,-0.01,214228883
UNF,194.19,189.69,-4.5,-0.023,-0.14,213873773
SBCF,27.82,27.36,-0.46,-0.017,-0.05,213122379
MTRN,119.75,116.04,-3.71,-0.031,-0.06,212200069
NEO,17.73,16.52,-1.21,-0.068,-0.2,211902650
PUMP,9.55,7.94,-1.61,-0.169,-0.3,211825849
CARS,20.64,17.84,-2.8,-0.136,-0.25,211507856
CPK,118.43,118.42,-0.01,-0,-0,211132011
CENTA,34.3,34.2,-0.1,-0.003,-0.02,210941731
FFBC,27.36,26.47,-0.89,-0.033,-0.1,210812276
CRVL,305.6,320.73,15.13,0.05,0.09,210760584
WNC,21.48,19.46,-2.02,-0.094,-0.25,209524105
AXL,7.42,6.43,-0.99,-0.133,-0.18,209226194
LEU,43.92,39.6,-4.32,-0.098,-0.1,208195512
CHGG,3.4,2.16,-1.24,-0.365,-0.35,207979004
GTY,29.75,31.78,2.03,0.068,0.3,207525492
BLFS,24.18,25.88,1.7,0.07,0.1,207397333
BHE,47.51,42.51,-5,-0.105,-0.15,207270816
GOGO,9.11,7.97,-1.14,-0.125,-0.16,207040759
STC,70.98,73.91,2.93,0.041,0.15,206826783
NAVI,16.38,16.93,0.55,0.034,0.03,206188633
GCI,4.94,5.29,0.35,0.071,0.07,205977763
RES,7.44,6.42,-1.02,-0.137,-0.34,205444236
SFNC,21.53,21.42,-0.11,-0.005,-0.03,204797989
CSGS,46.93,48.52,1.59,0.034,0.07,204106597
SABR,3.74,3.05,-0.69,-0.184,-0.2,203643390
SXC,11.7,8.96,-2.74,-0.234,-0.4,202978846
NVEE,102.55,96.13,-6.42,-0.063,-0.21,201857374
QNST,19.75,19.11,-0.64,-0.032,0.02,200298277
FCF,18.09,17.22,-0.87,-0.048,-0.14,200047247
SCVL,42.53,40.44,-2.09,-0.049,-0.07,199904562
B,40.24,40.04,-0.2,-0.005,-0.03,199767885
GEF,66.49,62.52,-3.97,-0.06,-0.17,199677101
KN,18.27,18.45,0.18,0.01,-0,199663527
MFA,11.21,12.52,1.31,0.117,0.26,199661971
GIII,27.57,26.47,-1.1,-0.04,-0.07,198865930
MBIN,46.3,45.85,-0.45,-0.01,0.04,195854320
JELD,16.69,14.24,-2.45,-0.147,-0.33,195812920
EB,4.82,3.18,-1.64,-0.34,-0.33,195026749
LILAK,10.57,9.47,-1.1,-0.104,-0.23,194675618
NWBI,14.04,13.85,-0.19,-0.014,-0.06,194430985
CLB,24.41,19.56,-4.85,-0.199,-0.42,192168574
BATRK,43.54,42.88,-0.66,-0.015,-0.05,190918560
MGEE,87.44,86.71,-0.74,-0.008,-0.08,190024293
NTCT,20.39,21.48,1.09,0.053,0.11,189998319
CASH,67.52,68.82,1.3,0.019,0.03,189893618
AGM,205.81,197.47,-8.34,-0.041,-0.13,189535553
TILE,17.16,18.88,1.72,0.1,0.16,189388509
CDLX,8.29,3.91,-4.38,-0.528,-0.18,189177626
BANR,59.18,59.57,0.39,0.007,-0.02,189105139
MGRC,109.69,108.15,-1.54,-0.014,-0.08,188837734
ESPR,2.31,1.83,-0.48,-0.208,-0.36,188224592
WSBC,32.09,32.21,0.12,0.004,0,186852387
EOLS,14,15.89,1.89,0.135,0.39,186768163
USM,54.35,55.62,1.27,0.023,0.07,186063502
OCUL,8.55,8.82,0.27,0.032,0.03,185470258
TRNS,115.46,123.46,8,0.069,0.14,185305698
FDP,25.11,29.24,4.13,0.164,0.37,184711891
ARI,10.96,10.59,-0.37,-0.034,-0.12,184673229
KNSA,26.62,26.74,0.12,0.005,0.01,184531981
NBHC,41.73,43.81,2.08,0.05,0.08,184510511
GNK,19.35,17.59,-1.76,-0.091,-0.28,183693107
ICHR,33.53,31,-2.53,-0.075,-0.12,183623273
AMCX,11.16,9.85,-1.31,-0.117,-0.14,181162454
BUSE,27.44,27.05,-0.39,-0.014,-0.06,180047423
AIV,8.86,9.3,0.44,0.05,0.19,177997004
BV,14.65,15.97,1.32,0.09,0.18,177463507
GTN,6.41,5.1,-1.31,-0.204,-0.21,176989957
ERII,16.03,16.24,0.21,0.013,0.13,176852835
DJCO,466.32,497.11,30.79,0.066,0.1,176532482
HRTG,8.01,16.13,8.12,1.014,0.54,176518699
KALU,78.7,74.55,-4.15,-0.053,-0.12,176012832
IMXI,22.2,18.15,-4.05,-0.182,-0.21,174208448
HOPE,13.18,12.79,-0.39,-0.03,-0.09,173698988
TR,30.7,29.72,-0.98,-0.032,-0.12,173618456
PDM,8.58,9.76,1.18,0.138,0.26,170725250
SXI,186.73,178.65,-8.08,-0.043,-0.16,170547206
CMP,13.28,8.83,-4.45,-0.335,-0.67,170439460
JOE,61.78,59.37,-2.41,-0.039,-0.14,170416614
OFG,45.16,45.99,0.83,0.018,-0,169922300
HMN,34.66,35.61,0.95,0.027,0.08,169866171
PRLB,34.75,30.58,-4.17,-0.12,-0.15,169322418
TOWN,33.21,34.65,1.44,0.043,0.11,167970749
ATSG,16.14,16.86,0.72,0.045,0.03,167515962
BANF,107.24,106.4,-0.84,-0.008,-0.04,167507104
CIM,14.66,15.48,0.82,0.056,0.09,166582886
CDMO,10.41,10.54,0.13,0.012,-0,166502222
TRMK,34.65,33.31,-1.34,-0.039,-0.12,166261727
FRME,40.32,39,-1.32,-0.033,-0.09,166006057
PLYA,8.44,7.88,-0.56,-0.066,-0.22,165853078
MITK,13.41,9.32,-4.09,-0.305,-0.21,165758699
SASR,30.64,31.3,0.66,0.022,0.02,164861285
BGS,8.62,8.47,-0.15,-0.017,-0.06,164712412
RYI,23.59,20.02,-3.57,-0.151,-0.27,164451931
CTO,20.08,19.02,-1.06,-0.053,-0.23,164341109
WOR,49.63,45.8,-3.83,-0.077,-0.23,164015922
THRM,54.63,50.54,-4.09,-0.075,-0.21,163237616
VBTX,24.94,25.19,0.25,0.01,-0.01,162528814
BLUE,1.14,0.56,-0.58,-0.507,-0.6,161956714
INVA,18.01,19.38,1.37,0.076,0.1,161163977
VRTS,225.4,211.66,-13.74,-0.061,-0.15,161071316
TRS,24.69,25.51,0.82,0.033,0.09,160919228
XNCR,20.25,17.49,-2.76,-0.136,-0.24,160868579
ANDE,54.62,50.97,-3.65,-0.067,-0.15,160439566
MRC,14.44,13.16,-1.28,-0.089,-0.19,159888990
CRAI,177.97,168.6,-9.37,-0.053,-0.09,159744091
JBSS,104.48,94.87,-9.61,-0.092,-0.35,159432725
SAFE,23.24,25.06,1.82,0.078,0.19,159182616
ZUMZ,25.45,27.74,2.29,0.09,0.17,158706396
MBUU,38.04,36.37,-1.67,-0.044,-0.11,157305446
NBTB,48.82,48.96,0.14,0.003,-0.03,155185533
NUS,11.25,8.93,-2.32,-0.206,-0.3,154875033
BBW,27.27,33.38,6.11,0.224,0.24,154849182
ALEX,19.84,19.79,-0.05,-0.003,-0.02,154173223
FIZZ,49.09,45.16,-3.93,-0.08,-0.38,153301150
PRK,177.51,175.79,-1.72,-0.01,-0.05,152794156
UTI,18.95,17.45,-1.5,-0.079,-0.19,152560509
LNN,125.7,124.05,-1.65,-0.013,-0.08,151895566
PRTA,23.36,22.27,-1.09,-0.047,-0.07,151409488
DFIN,67.24,66.66,-0.58,-0.009,-0.08,150639323
CCRN,17.32,14.92,-2.4,-0.139,-0.34,149334233
MCRI,78.51,75.92,-2.59,-0.033,-0.11,149084249
MD,8.33,10.86,2.53,0.304,0.3,147683039
CTS,48.86,49.25,0.39,0.008,0,147445901
UNFI,15.49,15.13,-0.36,-0.023,-0.08,147193870
DGLY,1.65,1.1,-0.55,-0.333,-0.13,147038715
KOP,40.64,39.58,-1.06,-0.026,-0.05,146987415
KW,10.44,11.12,0.68,0.065,0.15,146441672
GSAT,1.24,1.25,0.01,0.008,0.05,146274568
CYRX,9.24,9.32,0.08,0.009,-0.01,146116568
ATRI,458.86,459.92,1.06,0.002,0.41,146029990
AAN,10.1,10.09,-0.01,-0.001,0.13,145647966
EDIT,5.41,3.74,-1.67,-0.309,-0.54,145627432
AAT,26.62,27.25,0.63,0.024,0.11,145526240
DBD,43.33,44.82,1.49,0.034,0.01,143782997
HZO,34.95,31.72,-3.23,-0.092,-0.17,143704715
EFSC,52.79,52.91,0.12,0.002,-0.02,143388367
FBNC,41.79,42.48,0.69,0.017,0.01,143298684
MRIN,2.2,2.49,0.29,0.132,0.08,142851849
DDD,3.65,2.14,-1.51,-0.414,-0.57,141894072
CNXN,73.78,73.08,-0.7,-0.009,0.06,141654377
CNNE,20,20.02,0.02,0.001,-0.05,140878127
UVV,53.43,54.3,0.87,0.016,0.05,140665972
BHLB,27.56,27.54,-0.02,-0.001,-0.03,140319767
BDN,5.08,5.23,0.15,0.03,0.07,140080903
WLDN,33.85,38.11,4.26,0.126,0.2,138847286
CYH,5.27,5.45,0.18,0.034,0.06,138591317
AXGN,8.86,13.15,4.29,0.484,0.27,137990621
FATE,5.35,3.67,-1.68,-0.314,-0.4,137188355
SCS,14.46,14.14,-0.32,-0.022,-0.06,136839638
CHCT,22,18.73,-3.27,-0.149,-0.34,136682945
BRY,6.86,6.19,-0.67,-0.098,-0.17,136561802
LOB,45.14,42.99,-2.15,-0.048,-0.12,136369021
MED,21.81,18.3,-3.51,-0.161,-0.36,136176448
SEB,3234.22,3110.37,-123.85,-0.038,-0.24,136082421
VREX,14.82,12.48,-2.34,-0.158,-0.22,134768814
LBRDA,66.29,61.25,-5.04,-0.076,-0.32,134154214
ECPG,50.64,50.08,-0.56,-0.011,-0.04,133455513
LADR,12.03,12.36,0.33,0.027,0.07,133424935
KIDS,30.57,31.95,1.38,0.045,0.02,133349422
MSEX,65.59,63.01,-2.58,-0.039,-0.15,133212671
EGY,7.16,6.51,-0.65,-0.091,-0.12,132452884
CELC,18.38,15.96,-2.42,-0.132,-0.19,132201898
FBK,46.41,48.22,1.81,0.039,0.06,131860670
USAP,38.44,42.12,3.68,0.096,0.16,131677481
BBSI,36.73,36.51,-0.22,-0.006,-0.02,131059195
REPL,10,10.17,0.17,0.017,0.07,130889480
DGII,27.34,29.46,2.12,0.078,0.07,130644390
SNBR,12,15.21,3.21,0.268,0.24,130252346
EZPW,10.58,12.22,1.64,0.155,0.5,129705339
QTRX,14.75,13.03,-1.72,-0.117,-0.14,129161384
APOG,68.78,66.78,-2,-0.029,-0.06,128371916
NHC,136.43,137.13,0.7,0.005,0.01,127819161
HY,82.37,62.96,-19.41,-0.236,-0.35,127703019
SAGE,10.66,8.43,-2.23,-0.209,-0.39,127503525
AMBC,13.1,11.7,-1.4,-0.107,-0.2,127450116
NVRO,9.87,6.19,-3.68,-0.373,-0.16,126770020
UHAL,67.09,71.02,3.93,0.059,0.16,126227012
REX,51.13,45.35,-5.78,-0.113,-0.22,125992094
OSPN,14.76,16.12,1.36,0.092,0.13,125187472
PLYM,24.03,23.94,-0.09,-0.004,-0.04,124960921
GTX,8.8,8.35,-0.45,-0.051,-0.14,124724393
HIFS,247.01,256.97,9.96,0.04,0.04,123736225
CPF,26.25,27.51,1.26,0.048,0.12,123713495
GLDD,9.46,9.95,0.49,0.052,0.08,123668340
LKFN,68.3,68.15,-0.15,-0.002,-0.06,123368824
RWT,7.32,7.57,0.25,0.034,0.09,122758403
KREF,11.46,11.93,0.47,0.041,0.09,122297638
IMKTA,80.99,74,-6.99,-0.086,-0.31,121841664
DAKT,15.04,14.45,-0.59,-0.039,-0.05,121826874
SRRK,9.05,9.3,0.25,0.028,0.03,121750421
VICR,42.33,38.5,-3.83,-0.09,-0.15,121464789
MLR,67.87,60.71,-7.16,-0.105,-0.22,120976496
FNKO,10,10.47,0.47,0.047,0.04,120220700
CMCO,37.97,34.21,-3.76,-0.099,-0.25,119885682
PDFS,34.85,31.55,-3.3,-0.095,-0.15,119248461
BAND,21.19,17.16,-4.03,-0.19,-0.19,119218877
TENX,3.38,3.99,0.61,0.18,0.09,118798583
WABC,53.99,51.79,-2.2,-0.041,-0.13,116942237
EIG,46.96,47.95,0.99,0.021,0,116734699
FOR,31.81,30.94,-0.87,-0.027,-0.08,116648294
INN,6.33,6.79,0.46,0.073,0.2,116052528
RGR,41.26,42.12,0.86,0.021,-0.23,115876258
WMK,75.39,67.58,-7.81,-0.104,-0.34,115639352
ATUS,1.76,1.84,0.08,0.045,-0.13,115247927
LXRX,2.25,1.73,-0.52,-0.231,-0.2,115190512
HRTX,2.97,1.93,-1.04,-0.35,-0.35,115056708
NNI,111.82,115.58,3.76,0.034,0.05,114876575
OFIX,16,17.44,1.44,0.09,0.09,114778693
USLM,84.98,81.73,-3.25,-0.038,-0.06,114700980
FWONA,74.18,70.62,-3.56,-0.048,-0.14,114562213
DXPE,54.55,55,0.45,0.008,0.01,114495856
TCBK,46.46,45.46,-1,-0.022,-0.07,114440705
EYPT,9.86,8.95,-0.91,-0.092,-0.09,113831634
BRKL,10.45,10.23,-0.22,-0.021,-0.09,113783621
GDEN,33.28,32.39,-0.89,-0.027,-0.06,113769569
SBGI,15.41,13.92,-1.49,-0.097,-0.13,113517928
SPWR,0.88,0.07,-0.81,-0.92,-0.73,113468067
RGNX,14.7,12.22,-2.48,-0.169,-0.24,113270536
NEON,2.94,7.25,4.31,1.466,0.38,113168350
CHCO,122.21,118.74,-3.47,-0.028,-0.1,112568757
XPER,8.06,8.82,0.76,0.094,0.09,112111424
PLOW,29.18,27.84,-1.34,-0.046,-0.18,111667927
STBA,44.36,42.97,-1.39,-0.031,-0.09,111313957
SIBN,15.2,16.62,1.42,0.093,0.1,110800206
MUX,9.45,9.1,-0.35,-0.037,-0.05,110654877
TPB,40.57,39.64,-0.93,-0.023,0.1,109910752
EGBN,21.49,21.77,0.28,0.013,0,109610678
LPSN,1.15,1.23,0.08,0.07,-0.01,109281464
AVNS,23.88,24.22,0.34,0.014,0.05,108274913
SMP,33.88,32.31,-1.57,-0.046,-0.05,107730525
NR,8.22,8.23,0.01,0.001,-0.01,107425972
CLFD,43.65,37.3,-6.35,-0.145,-0.29,107262661
APEI,19.96,16.72,-3.24,-0.162,-0.12,107165065
HSII,40.41,38.6,-1.81,-0.045,-0.13,106602491
MCS,12.45,14.15,1.7,0.137,0.53,106319896
AVXL,6.77,6.02,-0.75,-0.111,-0.18,105971559
QCRH,76.45,77.13,0.68,0.009,-0,105916642
HVT,28.62,27.4,-1.22,-0.043,-0.13,105782709
SVRA,4.66,4.27,-0.39,-0.084,-0.09,105495282
DLX,23.31,20.59,-2.72,-0.117,-0.26,105006949
SAFT,84.91,88.55,3.64,0.043,0.1,104445885
HFWA,23.06,22.84,-0.22,-0.01,-0.05,104419526
ITIC,211.41,225.29,13.88,0.066,0.16,104123872
CLNE,2.85,3.09,0.24,0.084,0.1,103612928
AMSF,47.87,50.12,2.25,0.047,0.25,103610181
OPK,1.42,1.68,0.26,0.183,0.23,103118587
NXRT,44.13,47.3,3.17,0.072,0.27,102403439
SRCE,63.54,61.44,-2.1,-0.033,-0.12,101660049
SFIX,4.71,3.78,-0.93,-0.197,-0.25,101618003
CFFN,6.29,6.01,-0.28,-0.045,-0.14,101524340
ALLO,2.95,2.63,-0.32,-0.108,-0.12,98647487
PFBC,85.99,82.85,-3.14,-0.037,-0.12,98503827
ATNM,6.9,1.99,-4.91,-0.712,-0.23,98492601
GOOD,15.15,15.29,0.14,0.009,0.03,98238143
DRQ,17.28,16.31,-0.97,-0.056,-0.12,98229402
SOI,13.18,12.68,-0.5,-0.038,-0.08,97890124
RICK,49.41,45.59,-3.82,-0.077,-0.12,97546859
CENT,39.99,39.47,-0.52,-0.013,-0.03,97520068
OSBC,16.87,17.03,0.16,0.009,-0.01,97392777
CEVA,19.82,23.94,4.12,0.208,0.15,97365171
AMAL,31.8,32.99,1.19,0.037,0.06,96851170
LOVE,27.4,23.24,-4.16,-0.152,-0.31,96727613
TEN,25.8,24.97,-0.83,-0.032,-0.09,96426023
ASTE,35.1,33.83,-1.27,-0.036,-0.07,96325058
OCFC,18.17,17.87,-0.3,-0.017,-0.04,96156210
SPTN,21.15,22.09,0.94,0.044,0.1,96006311
TWI,8.37,8.33,-0.04,-0.005,-0.05,95598293
ASIX,27.84,29.56,1.72,0.062,0.13,95317296
IIIV,24.51,22.66,-1.85,-0.075,-0.17,94383000
MRTN,18.9,17.45,-1.45,-0.077,-0.28,94279866
RYAM,6.67,7.98,1.31,0.196,0.11,94021657
HTBK,10.43,10.18,-0.25,-0.024,-0.08,93815358
AHH,11.92,12.31,0.39,0.033,0.09,92836222
XONE,49.51,49.84,0.33,0.007,0.14,92399783
KELYA,23.51,21.11,-2.4,-0.102,-0.22,91978179
GDOT,9.57,11.17,1.6,0.167,0.24,91229593
TTGT,32.09,26.65,-5.44,-0.17,-0.38,90974717
PRAA,26.47,23.32,-3.15,-0.119,-0.18,90586171
HAYN,59.54,60.14,0.6,0.01,0.06,90154022
TBPH,10.16,8.25,-1.91,-0.188,-0.26,90075789
XERS,2.49,2.81,0.32,0.129,0.16,89497853
OIS,5.69,5.29,-0.4,-0.07,-0.16,89423141
DCOM,25.37,26.01,0.64,0.025,0.03,89279941
DENN,7.33,6.54,-0.79,-0.108,-0.17,89161918
YEXT,5.79,5.09,-0.7,-0.121,-0.26,89019277
TITN,17.75,15.11,-2.64,-0.149,-0.2,88989772
UTL,61.61,60.3,-1.31,-0.021,-0.1,88550033
YMAB,12.27,14.31,2.04,0.166,0.12,88125271
CVGW,23.86,23.02,-0.84,-0.035,-0.06,87295478
ATRO,23.04,22.42,-0.62,-0.027,-0.04,86946930
KFRC,69.38,65.59,-3.79,-0.055,-0.18,86785206
WSR,13.76,13.42,-0.34,-0.025,-0.13,86359488
SCHL,31.47,31.88,0.41,0.013,0.03,85626763
ZEUS,50.35,40.1,-10.25,-0.204,-0.42,85530589
MLAB,113.58,133.69,20.11,0.177,0.2,85525694
GABC,39.46,40.11,0.65,0.016,-0,85136401
CRMD,4.6,6.24,1.64,0.357,0.23,84901395
CNDT,4.18,3.82,-0.36,-0.086,-0.09,84583456
WRLD,120.78,117.85,-2.93,-0.024,-0.06,83974199
JILL,38.52,32.53,-5.99,-0.156,-0.29,82531748
WW,1,0.78,-0.22,-0.218,-0.17,82502798
TRTX,8.77,9.06,0.29,0.033,0.16,82337393
LOCO,12.09,13.86,1.77,0.146,0.31,81911333
PRA,13.07,13.4,0.33,0.025,0.01,81735125
SLP,40.63,36.25,-4.38,-0.108,-0.34,81404134
BY,27.93,27.75,-0.18,-0.006,-0.06,81075102
FFWM,6.98,7.04,0.06,0.009,-0.01,81051038
HDSN,8.61,8.22,-0.39,-0.045,-0.1,80951840
VIRC,17.74,15.53,-2.21,-0.125,-0.13,80917800
IBCP,34.69,33.88,-0.81,-0.023,-0.08,80452333
CSV,34.05,33.15,-0.9,-0.026,0.06,80146171
CRMT,69.79,60.53,-9.26,-0.133,-0.28,80047960
CNOB,24.2,25,0.8,0.033,0.03,79262118
MCB,52.48,51.71,-0.77,-0.015,-0.04,79255414
HCKT,27.25,26.5,-0.75,-0.028,-0.09,78669057
HTLD,13.06,12.38,-0.68,-0.052,-0.21,78513451
BELFB,74.6,67.83,-6.77,-0.091,-0.15,78493967
THR,32.66,31.43,-1.23,-0.038,-0.09,77898806
SYBT,62.1,60.6,-1.5,-0.024,-0.09,77560034
VVI,33,34.41,1.41,0.043,0.06,76831289
SBSI,34.77,34.23,-0.54,-0.016,-0.08,76283861
WOW,5.46,5.52,0.06,0.011,0.03,75999431
PGRE,5.17,5.05,-0.12,-0.023,-0.09,75832927
HNRG,7.88,6.71,-1.17,-0.148,-0.11,75588332
MMI,39.73,39.67,-0.06,-0.002,-0.02,75280088
HAFC,20.42,19.81,-0.61,-0.03,-0.1,75020689
UVE,20.24,21.39,1.15,0.057,0.21,74636380
NTGR,16.85,16.23,-0.62,-0.037,0.02,74342677
MEI,12.67,10.42,-2.25,-0.178,-0.3,74039414
GCO,30.69,30.19,-0.5,-0.016,-0.02,73916908
ALDX,3.97,5.76,1.78,0.45,0.24,73809755
TTI,3.72,3.18,-0.54,-0.145,-0.22,73693404
MYE,16.35,15.29,-1.06,-0.065,0.04,73582629
WVE,6.52,5.74,-0.78,-0.12,-0.23,73342744
LWAY,12.28,19.18,6.9,0.562,0.25,73239673
WLFC,88,108.19,20.19,0.229,0.27,73082625
HCSG,11.42,10.89,-0.53,-0.046,-0.15,72582355
LIND,8.58,9.92,1.34,0.156,0.12,72532941
PEBO,33.29,32,-1.29,-0.039,-0.11,72401448
RRGB,5.65,3.5,-2.15,-0.381,-0.48,72236185
PAHC,18.98,21,2.02,0.106,0.21,71537960
PLSE,15.03,18.64,3.61,0.24,0.24,71271301
TFSL,13.58,13.58,0,0,-0.02,71068014
AGS,11.45,11.32,-0.13,-0.011,-0.21,70367668
AMSWA,10.96,11.51,0.55,0.05,0.11,70193752
SD,13.61,13.28,-0.33,-0.024,-0.06,70189295
ADTN,6.76,5.58,-1.18,-0.175,-0.18,69664404
SHEN,21.35,15.12,-6.23,-0.292,-0.44,69499688
HSTM,29.68,29.04,-0.64,-0.022,-0.09,69277766
MATW,28.97,25.33,-3.64,-0.126,-0.26,69271283
ARAY,1.84,2.18,0.34,0.185,0.08,69239937
FPI,10.62,10.24,-0.38,-0.036,-0.14,68953263
ACRE,7.76,7.06,-0.7,-0.09,-0.19,68417327
INGN,9.26,12.27,3.01,0.325,0.21,68351420
VERI,2.7,3.1,0.4,0.148,0.08,68286965
KALV,14.56,13.39,-1.17,-0.08,-0.16,68247365
CTRN,19.59,14.3,-5.29,-0.27,-0.4,68169461
ACCO,5.14,5.48,0.34,0.066,0.11,68068874
MTW,12.64,10.09,-2.55,-0.202,-0.31,68035238
GMRE,9.69,9.31,-0.38,-0.039,-0.14,67173479
FC,43.53,40.26,-3.27,-0.075,-0.23,66474999
BNED,10.76,13,2.24,0.208,0.27,66390850
HEAR,14.45,15.62,1.17,0.081,0.07,66168679
DMRC,32.1,28.69,-3.41,-0.106,-0.13,66026746
SRG,5.1,4.65,-0.45,-0.088,-0.08,65938333
DCO,64.02,65.08,1.06,0.017,0.01,65662199
ANGO,7.9,7.46,-0.44,-0.056,-0.16,65498440
NCMI,5.98,6.89,0.91,0.152,0.15,65319432
MGNX,3.71,3.51,-0.2,-0.054,-0.13,64565602
OSUR,4.48,4.48,0,0,0,64345535
SMRT,1.85,1.7,-0.15,-0.081,-0.12,64226004
VYGR,9.21,6.56,-2.65,-0.288,-0.48,64218932
EE,20.27,18.23,-2.04,-0.101,-0.17,63515506
VNDA,5.86,5.29,-0.57,-0.097,-0.29,63501178
DHIL,158.92,158.03,-0.89,-0.006,-0.08,63154791
WTI,2.43,2.29,-0.14,-0.058,-0.09,63037965
USNA,44.75,40.82,-3.93,-0.088,-0.2,62872251
GRC,41.26,38.98,-2.28,-0.055,-0.16,62666351
TPIC,4.3,4.33,0.03,0.007,-0.01,61515789
FARO,17.12,18,0.88,0.051,0.07,61389700
RMAX,9.69,11.32,1.63,0.168,0.18,60893670
VBIV,0.12,0.02,-0.11,-0.856,-0.29,60748379
IDT,38.41,38.36,-0.05,-0.001,0.01,59348386
TTEC,8.01,5.11,-2.9,-0.362,-0.32,59178188
FF,5.57,6.24,0.67,0.12,0.13,59135849
ALX,242.3,229.16,-13.14,-0.054,-0.11,59053374
LILA,10.46,9.47,-0.99,-0.095,-0.21,58654616
UVSP,27.67,28.46,0.79,0.029,0.04,58601031
LASR,11.97,11.94,-0.03,-0.003,-0.03,58483904
LXU,9.84,7.93,-1.91,-0.194,-0.19,58365228
KE,23.79,18.45,-5.34,-0.224,-0.36,58133106
UIS,4.81,5.53,0.72,0.15,0.13,58023114
MCFT,21.77,18.53,-3.24,-0.149,-0.33,58012086
MOV,26.04,23.86,-2.18,-0.084,-0.23,57940149
TMP,63.1,61.34,-1.76,-0.028,-0.07,57775897
NYMT,6.5,6.67,0.17,0.026,0.04,57696277
BOOM,13.5,12.37,-1.13,-0.084,-0.17,57654661
CHRS,1.54,1.39,-0.15,-0.097,-0.09,57465836
AKBA,1.38,1.55,0.17,0.123,0.11,57442497
GEVO,0.58,0.79,0.21,0.362,0.23,57071961
ORRF,35.21,35.8,0.59,0.017,0.02,56881013
DOMO,8.32,7.47,-0.85,-0.102,-0.11,56678094
AVD,9.57,5.74,-3.83,-0.4,-0.26,56655790
EARN,7.06,6.92,-0.14,-0.02,-0.04,56359314
IRMD,47.73,46.96,-0.77,-0.016,0.02,56313593
KODK,5.8,5.28,-0.52,-0.09,-0.15,56200154
JAKK,23.1,24.64,1.54,0.067,0.18,55853690
MBWM,48.25,45.98,-2.27,-0.047,-0.12,55839936
EGHT,3.07,1.88,-1.19,-0.388,-0.35,55784734
AGEN,6.07,5.15,-0.92,-0.152,-0.18,55478578
CCO,1.64,1.5,-0.14,-0.085,-0.17,55355080
CLDT,8.8,8.56,-0.24,-0.027,-0.1,55291509
TRST,35.99,34.84,-1.15,-0.032,-0.08,55243896
MCRB,1.35,0.8,-0.55,-0.407,-0.42,55209525
KRO,11.92,11.56,-0.36,-0.03,-0.06,53713901
FLWS,10.38,8.03,-2.35,-0.226,-0.28,53510153
UFCS,22.42,20.47,-1.95,-0.087,-0.19,52695074
LODE,0.15,0.26,0.11,0.725,0.21,52617164
FMBH,38.87,40.28,1.41,0.036,0.12,52067087
TBI,11.94,7.97,-3.97,-0.332,-0.32,52036603
VXRT,0.67,0.87,0.2,0.294,0.18,51840037
PGC,28.23,28.56,0.33,0.012,-0.01,51263470
WASH,31.97,32.8,0.83,0.026,0.03,51157360
NFBK,12.44,12.12,-0.32,-0.026,-0.08,50847643
REI,1.96,1.85,-0.11,-0.056,-0.09,50530117
PLCE,7.84,5.7,-2.14,-0.273,-0.51,50403121
RGS,26.68,21,-5.68,-0.213,-0.17,50200651
KRNY,7.16,6.81,-0.35,-0.049,-0.12,50075203
AVNW,31.2,27.45,-3.75,-0.12,-0.26,49907267
INO,10.67,7.22,-3.45,-0.323,-0.63,49856429
FFIC,14.71,14.6,-0.11,-0.007,-0.04,49702945
LQDT,22.44,21.77,-0.67,-0.03,-0.07,49411202
LAND,14.91,13.57,-1.34,-0.09,-0.35,49027480
VRA,6.85,5.83,-1.02,-0.149,-0.26,48846973
OGEN,1.05,1.27,0.22,0.21,0.05,48488094
MDRX,9.65,9.99,0.34,0.035,0.05,48390613
INSG,9.62,14.59,4.97,0.517,0.38,48330343
RDUS,18.04,15.14,-2.9,-0.161,-0.25,48160794
IIIN,34.42,34.4,-0.02,-0.001,-0.02,47954716
SLDB,8.74,8.93,0.19,0.022,-0.02,47758406
ORN,8.24,7.56,-0.68,-0.083,-0.11,47603275
JRVR,8.65,7.4,-1.25,-0.145,-0.29,46742459
ALEC,6.07,5.28,-0.79,-0.13,-0.22,46451090
MERC,7.38,6,-1.38,-0.187,-0.37,46408728
PW,1.22,1.25,0.03,0.025,0,45923935
MNR,19.24,19.32,0.08,0.004,-0.01,45725056
