name,sym,open,close,change,percent,snr
Arrow Electronics,ARW,121,123.69,2.69,0.022,0.11
Atara Biotherapeutics,ATRA,8.5,9.83,1.33,0.156,0.11
ClearOne,CLRO,0.67,0.69,0.02,0.03,0.11
Century Casinos,CNTY,2.78,3.08,0.3,0.108,0.11
CorMedix,CRMD,4.31,4.58,0.27,0.063,0.11
Dana,DAN,12.16,12.71,0.55,0.045,0.11
Evolving,EVOL,1.05,1.1,0.05,0.048,0.11
First Capital,FCAP,30.04,30.71,0.67,0.022,0.11
1-800 FLOWERS.COM,FLWS,9.57,10.36,0.79,0.083,0.11
Friedman Industries,FRD,15.12,16.9,1.78,0.118,0.11
Galectin Therapeutics,GALT,2.27,2.5,0.23,0.101,0.11
Warrior Met Coal,HCC,67.95,69.11,1.16,0.017,0.11
Hooker Furniture,HOFT,14.62,15.27,0.65,0.044,0.11
Ionis Pharma,IONS,47.78,49.46,1.68,0.035,0.11
Ironwood Pharma,IRWD,6.52,6.83,0.31,0.048,0.11
Kezar Life Sciences,KZR,0.6,0.65,0.05,0.083,0.11
Liberty Media,LSXMA,22.18,22.62,0.44,0.02,0.11
Marathon Petroleum,MPC,175,177.02,2.02,0.012,0.11
Marine Products,MPX,10.11,10.59,0.48,0.047,0.11
Neurocrine Biosciences,NBIX,138.11,141.57,3.46,0.025,0.11
NACCO Industries,NC,28.06,30.11,2.05,0.073,0.11
Ingevity,NGVT,43.7,45.89,2.19,0.05,0.11
Public Storage,PSA,284.75,295.92,11.17,0.039,0.11
Parsons,PSN,82.11,91.37,9.26,0.113,0.11
Research Frontiers,REFR,1.91,1.97,0.06,0.031,0.11
Red Rock Resorts,RRR,54.86,57,2.14,0.039,0.11
Tetra Tech,TTEK,205,213.24,8.24,0.04,0.11
Under Armour,UAA,6.67,6.97,0.3,0.045,0.11
Utah Medical Products,UTMD,66.63,69.6,2.97,0.045,0.11
WEX,WEX,177.69,183.45,5.76,0.032,0.11
Wal-Mart,WMT,67.89,68.64,0.75,0.011,0.11
Zillow,Z,46.27,48.7,2.43,0.053,0.11
"Utah Medical Products, Inc.",UTMD,66.63,69.6,2.97,0.045,0.11
"Walmart, Inc.",WMT,67.89,68.64,0.75,0.011,0.11
"Warrior Met Coal, Inc.",HCC,67.95,69.11,1.16,0.017,0.11
"WEX, Inc.",WEX,177.69,183.45,5.76,0.032,0.11
"Zillow Group, Inc.",Z,46.27,48.7,2.43,0.053,0.11
Aemetis,AMTX,3.03,3.21,0.18,0.059,0.1
Acuity Brands,AYI,242.95,251.35,8.4,0.035,0.1
Bloom Energy,BE,12.32,13.54,1.22,0.099,0.1
BioMarin Pharmaceutical,BMRN,82.83,84.33,1.5,0.018,0.1
CF Industries,CF,74.29,76.39,2.1,0.028,0.1
Chegg,CHGG,3.16,3.41,0.25,0.079,0.1
Chemung Financial,CHMG,47.84,48.76,0.92,0.019,0.1
Colgate-Palmolive,CL,97.44,99.19,1.75,0.018,0.1
Cohen & Company,COHN,8.85,9.59,0.74,0.084,0.1
Columbia Sportswear,COLM,79.4,81.7,2.3,0.029,0.1
Camden Property Trust,CPT,108.77,110.75,1.98,0.018,0.1
Chevron,CVX,157.16,160.47,3.31,0.021,0.1
Digimarc,DMRC,30.94,31.99,1.05,0.034,0.1
Extra Space Storage,EXR,154.25,159.62,5.37,0.035,0.1
Good Times Restaurants,GTIM,2.58,2.69,0.11,0.043,0.1
Home Federal Bancorp of Louisiana,HFBL,11.25,12.26,1.01,0.09,0.1
HP,HPQ,35.2,36.09,0.89,0.025,0.1
MarineMax,HZO,32.43,34.87,2.44,0.075,0.1
Independence Contract Drilling,ICD,1.34,1.42,0.08,0.06,0.1
The Joint,JYNT,14.05,14.42,0.37,0.026,0.1
Karyopharm Therapeutics,KPTI,0.89,0.99,0.1,0.111,0.1
Liberty Media,LSXMK,22.24,22.51,0.27,0.012,0.1
Performance Food,PFGC,66.52,69,2.48,0.037,0.1
Perma-Pipe International,PPIH,8.8,9.49,0.69,0.078,0.1
Red Violet,RDVT,25.66,25.76,0.1,0.004,0.1
RenaissanceRe,RNR,225.63,231.91,6.28,0.028,0.1
Synnex,SNX,115.41,119.17,3.76,0.033,0.1
Stoneridge,SRI,16.09,16.81,0.72,0.045,0.1
Strata Skin Sciences,SSKN,3.01,3.4,0.39,0.13,0.1
Sensata Holding,ST,37.59,38.99,1.4,0.037,0.1
Skyworks,SWKS,106.47,113.62,7.15,0.067,0.1
TE Connectivity,TEL,150.41,154.33,3.92,0.026,0.1
T-Mobile US,TMUS,177.59,182.28,4.69,0.026,0.1
TTM,TTMI,19.45,19.38,-0.07,-0.004,0.1
Under Armour,UA,6.54,6.79,0.25,0.038,0.1
"USIO, Inc.",USIO,1.52,1.58,0.06,0.039,0.1
AECOM,ACM,88.24,90.61,2.37,0.027,0.09
Avangrid,AGR,35.68,35.67,-0.01,-0,0.09
ANI Pharma,ANIP,63.5,65.72,2.22,0.035,0.09
AZZ Inc.,AZZ,77.66,79.96,2.3,0.03,0.09
Cardinal Health,CAH,98.17,100.83,2.66,0.027,0.09
Cass Information,CASS,40.02,42.94,2.92,0.073,0.09
Clean Harbors,CLH,227.51,238.73,11.22,0.049,0.09
Conifer,CNFR,0.9,0.88,-0.02,-0.025,0.09
Capri,CPRI,33.03,33.54,0.51,0.015,0.09
Cisco,CSCO,47.48,48.45,0.97,0.02,0.09
CVD Equipment,CVV,3.97,3.9,-0.07,-0.018,0.09
Dow Chemical,DOW,53,54.47,1.47,0.028,0.09
Eiger BioPharma,EIGR,12.55,13.7,1.15,0.092,0.09
Espey Mfg and Electronics,ESP,21.5,22.25,0.75,0.035,0.09
EyePoint Pharmaceuticals,EYPT,8.68,9.88,1.2,0.138,0.09
Comfort USA,FIX,306.89,332.42,25.53,0.083,0.09
Flowers Foods,FLO,22.31,22.52,0.21,0.009,0.09
US Global Investors,GROW,2.58,2.65,0.07,0.027,0.09
Goodyear Tire,GT,11.38,11.7,0.32,0.028,0.09
IES,IESC,140.56,153.97,13.41,0.095,0.09
Inspire Medical Systems,INSP,133.24,141.05,7.81,0.059,0.09
JetBlue Airways,JBLU,6.03,6.41,0.38,0.063,0.09
Keurig Dr Pepper,KDP,33.4,34.28,0.88,0.026,0.09
Lakeland Industries,LAKE,22.69,23.6,0.91,0.04,0.09
Midland States Bancorp,MSBI,22.6,23.74,1.14,0.05,0.09
NL Industries,NL,6.05,6.39,0.34,0.056,0.09
National Storage Affiliates Trust,NSA,40.91,42.57,1.66,0.041,0.09
Nucor,NUE,158.61,162.94,4.33,0.027,0.09
Nu Skin Enterprises,NUS,10.63,11.22,0.59,0.056,0.09
Omega Flex,OFLX,51.62,52.58,0.96,0.019,0.09
OraSure,OSUR,4.27,4.48,0.21,0.049,0.09
Progressive,PGR,209.27,214.12,4.85,0.023,0.09
Provident Bancorp,PVBC,10.3,10.89,0.59,0.057,0.09
Regis,RGS,22.93,26.97,4.04,0.176,0.09
Signature Bank,SBNY,1.9,2.35,0.45,0.237,0.09
SCYNEXIS,SCYX,2.04,2.13,0.09,0.044,0.09
Senseonics,SENS,0.4,0.42,0.03,0.069,0.09
Spok,SPOK,14.94,15.33,0.39,0.026,0.09
Steel Dynamics,STLD,130.02,133.22,3.2,0.025,0.09
Tellurian,TELL,0.72,0.92,0.2,0.281,0.09
Tronox,TROX,15.71,16.16,0.45,0.029,0.09
Toro,TTC,93.15,95.73,2.58,0.028,0.09
TechTarget,TTGT,31.15,32,0.85,0.027,0.09
Two Harbors Investments,TWO,13.22,13.47,0.25,0.019,0.09
United States Antimony,UAMY,0.33,0.37,0.04,0.131,0.09
Universal Logistics,ULH,40.65,43.03,2.38,0.059,0.09
Veritone,VERI,2.39,2.63,0.24,0.1,0.09
"Veritone, Inc.",VERI,2.39,2.63,0.24,0.1,0.09
ADT,ADT,7.6,7.78,0.18,0.024,0.08
Assertio Therapeutics,ASRT,1.24,1.39,0.15,0.121,0.08
Bank of America,BAC,39.91,40.31,0.4,0.01,0.08
Best Buy,BBY,84.32,86.52,2.2,0.026,0.08
Franklin Resources,BEN,22.38,22.87,0.49,0.022,0.08
Carlisle Companies,CSL,408.52,418.58,10.06,0.025,0.08
CVS Health,CVS,59.2,60.33,1.13,0.019,0.08
Dover,DOV,181.7,184.26,2.56,0.014,0.08
EMCORE,EMKR,1.2,1.26,0.06,0.05,0.08
Evertec,EVTC,33.29,34.47,1.18,0.035,0.08
INTL FCStone,INTL,22.74,22.94,0.2,0.009,0.08
Integer,ITGR,116.57,118.76,2.19,0.019,0.08
Lancaster Colony,LANC,188.92,193.06,4.14,0.022,0.08
Landmark Bancorp,LARK,19.47,19.91,0.44,0.023,0.08
Landstar System,LSTR,184.31,190.25,5.94,0.032,0.08
Matador Resources,MTDR,59.91,61.48,1.57,0.026,0.08
Playa Hotels & Resorts,PLYA,8.36,8.47,0.12,0.014,0.08
Ryman Hospitality Properties,RHP,99.97,100.51,0.54,0.005,0.08
B. Riley Financial,RILY,17.6,19.2,1.6,0.091,0.08
Silk Road Medical,SILK,26.95,27.01,0.06,0.002,0.08
Schlumberger,SLB,47.48,48.29,0.81,0.017,0.08
Semtech,SMTC,29.93,31.72,1.79,0.06,0.08
US Foods Holding,USFD,53.4,54.39,0.99,0.019,0.08
US Foods Holding Corp.,USFD,53.4,54.39,0.99,0.019,0.08
Archer-Daniels-Midland,ADM,60.82,62.01,1.19,0.02,0.07
Adverum Biotechnologies,ADVM,6.98,7.42,0.44,0.063,0.07
Ambac Financial,AMBC,12.83,13.19,0.36,0.028,0.07
Ameresco,AMRC,29.13,31.57,2.44,0.084,0.07
AO Smith,AOS,82.19,85.04,2.85,0.035,0.07
Apellis Pharmaceuticals,APLS,38.54,39.6,1.06,0.028,0.07
Boot Barn,BOOT,130.17,133.48,3.31,0.025,0.07
BioSig Technologies,BSGM,0.35,0.4,0.05,0.143,0.07
Camber Energy,CEI,0.12,0.12,0,0.028,0.07
CEVA,CEVA,19.31,20.05,0.74,0.038,0.07
FedEx,FDX,298.12,302.25,4.13,0.014,0.07
First Foundation,FFWM,6.56,7,0.44,0.067,0.07
General Dynamics,GD,291.35,298.71,7.36,0.025,0.07
Gulf Island Fabrication,GIFI,6.08,6.24,0.16,0.026,0.07
GSI Technology,GSIT,2.65,2.8,0.15,0.057,0.07
HCI,HCI,92.85,94.26,1.41,0.015,0.07
Houston American Energy,HUSA,1.27,1.37,0.1,0.079,0.07
Medtronic,MDT,78.4,80.32,1.92,0.024,0.07
Everspin,MRAM,6.01,6.21,0.2,0.033,0.07
Vail Resorts,MTN,180.03,182.01,1.98,0.011,0.07
MYR,MYRG,135.7,140.48,4.78,0.035,0.07
Noodles and,NDLS,1.59,1.74,0.15,0.094,0.07
National Presto Industries,NPK,75.06,76.47,1.41,0.019,0.07
Oshkosh,OSK,108.98,108.65,-0.33,-0.003,0.07
Power Integrations,POWI,70.19,73.04,2.85,0.041,0.07
Rockwell Medical,RMTI,1.76,1.83,0.07,0.04,0.07
Simon Property,SPG,150.58,153.44,2.86,0.019,0.07
SPX,SPXC,143.39,147.54,4.15,0.029,0.07
Superior Industries International,SUP,3.31,3.35,0.04,0.012,0.07
Tidewater,TDW,95.94,98.96,3.02,0.031,0.07
Urban One,UONE,2.02,2.07,0.05,0.025,0.07
Wayfair,W,52.8,54.43,1.63,0.031,0.07
Workday,WDAY,223,227.12,4.12,0.018,0.07
Wyndham Hotels & Resorts,WH,74.14,75.72,1.58,0.021,0.07
Williams Cos,WMB,42.69,42.94,0.25,0.006,0.07
WideOpenWest,WOW,5.39,5.45,0.06,0.011,0.07
Westwater Resources,WWR,0.5,0.51,0.01,0.014,0.07
"Vail Resorts, Inc.",MTN,180.03,182.01,1.98,0.011,0.07
"Wayfair, Inc.",W,52.8,54.43,1.63,0.031,0.07
"Westwater Resources, Inc.",WWR,0.5,0.51,0.01,0.014,0.07
"WideOpenWest, Inc.",WOW,5.39,5.45,0.06,0.011,0.07
"Workday, Inc.",WDAY,223,227.12,4.12,0.018,0.07
"Wyndham Hotels & Resorts, Inc.",WH,74.14,75.72,1.58,0.021,0.07
Applied Optoelectronics,AAOI,8.39,9.55,1.16,0.138,0.06
Alimera Sciences,ALIM,5.55,5.56,0.01,0.002,0.06
Air Products and Chemicals,APD,256.53,263.85,7.32,0.029,0.06
Ark Restaurants,ARKR,13.34,13.42,0.08,0.006,0.06
Assembly Biosciences,ASMB,13.55,14.61,1.05,0.078,0.06
AXT,AXTI,3.38,3.64,0.26,0.077,0.06
Caseys General Stores,CASY,381.82,387.84,6.02,0.016,0.06
Clean Energy Fuels,CLNE,2.67,2.85,0.18,0.067,0.06
Comtech Telecommunications,CMTL,3.17,3.24,0.07,0.022,0.06
CRA International,CRAI,171.7,174.8,3.1,0.018,0.06
Charles and Colvard,CTHR,1.73,1.82,0.09,0.052,0.06
Ellington Residential Mortgage REIT,EARN,6.95,7.02,0.07,0.01,0.06
G-III Apparel,GIII,27.28,27.57,0.29,0.011,0.06
Glatfelter,GLT,1.45,1.52,0.07,0.048,0.06
Halliburton,HAL,33.96,34.68,0.72,0.021,0.06
Kirby,KEX,120.63,122.88,2.25,0.019,0.06
Keysight,KEYS,136.75,139.57,2.82,0.021,0.06
Lamar Advertising,LAMR,118.92,119.86,0.94,0.008,0.06
Matson,MATX,130.97,132.71,1.74,0.013,0.06
Monmouth Real Estate Investment,MNR,19.02,19.25,0.23,0.012,0.06
Mosaic,MOS,28.95,29.77,0.82,0.028,0.06
MasTec,MTZ,107.73,110.03,2.3,0.021,0.06
ServiceNow,NOW,784,814.39,30.39,0.039,0.06
Oil-Dri Of America,ODC,64.12,65.1,0.98,0.015,0.06
Rubicon Technology,RBCN,0.75,0.8,0.05,0.067,0.06
Target,TGT,148.34,150.41,2.07,0.014,0.06
TPI Composites,TPIC,3.96,4.26,0.3,0.076,0.06
US Energy,USEG,1.02,1.08,0.06,0.059,0.06
Vanda Pharma,VNDA,5.68,5.84,0.16,0.028,0.06
Westinghouse Air Brake,WAB,159.26,161.15,1.89,0.012,0.06
Westlake Chemical,WLK,145.37,147.86,2.49,0.017,0.06
US Energy Corp.,USEG,1.02,1.08,0.06,0.059,0.06
"Vanda Pharmaceuticals, Inc.",VNDA,5.68,5.84,0.16,0.028,0.06
Westinghouse Air Brake Technologies Corp.,WAB,159.26,161.15,1.89,0.012,0.06
Westlake Chemical Corp.,WLK,145.37,147.86,2.49,0.017,0.06
AstroNova,ALOT,15.21,15.82,0.61,0.04,0.05
Aptevo Therapeutics,APVO,0.31,0.4,0.1,0.318,0.05
Aramark,ARMK,34.1,34.27,0.17,0.005,0.05
Arvinas Holding Co,ARVN,26.62,27.51,0.89,0.033,0.05
Capital Trust,BXMT,17.49,17.85,0.36,0.021,0.05
CH Robinson Worldwide,CHRW,88.31,89.05,0.74,0.008,0.05
Cirrus Logic,CRUS,127.83,130.48,2.65,0.021,0.05
Eventbrite,EB,4.85,4.89,0.04,0.008,0.05
EMCOR,EME,367.93,375.44,7.51,0.02,0.05
EOG Resources,EOG,127.7,126.8,-0.9,-0.007,0.05
Equity Residential,EQR,68.52,69.63,1.11,0.016,0.05
Five9,FIVN,44.31,44.55,0.24,0.005,0.05
Funko,FNKO,9.74,9.99,0.25,0.026,0.05
Corning,GLW,38.94,40.01,1.07,0.027,0.05
Hawaiian,HA,12.34,12.79,0.45,0.036,0.05
Hallador Energy,HNRG,7.87,7.96,0.09,0.011,0.05
Income Opportunity Realty Investors,IOR,16.25,16.8,0.55,0.034,0.05
John Bean,JBT,95.45,98.38,2.93,0.031,0.05
Manhattan Associates,MANH,247.21,255.38,8.17,0.033,0.05
Monolithic Power,MPWR,807.88,863.09,55.21,0.068,0.05
Marten Transport,MRTN,18.41,18.81,0.4,0.022,0.05
McEwen Mining,MUX,9.19,9.44,0.25,0.027,0.05
Navidea BioPharma,NAVB,0,0,0,1,0.05
Penn National Gaming,PENN,19.2,19.97,0.77,0.04,0.05
PPG Industries,PPG,126.01,126.98,0.97,0.008,0.05
Quanta,PWR,255.96,265.38,9.42,0.037,0.05
Qorvo,QRVO,116.94,119.8,2.86,0.024,0.05
Rockwell Automation,ROK,274.82,278.65,3.83,0.014,0.05
S&W Seed,SANW,0.36,0.4,0.04,0.123,0.05
Sportsman's Warehouse,SPWH,2.43,2.55,0.12,0.049,0.05
Neuronetics,STIM,1.82,1.87,0.05,0.027,0.05
Titan Pharma,TTNP,5.58,5.83,0.25,0.045,0.05
TherapeuticsMD,TXMD,1.69,1.75,0.06,0.036,0.05
Viking Therapeutics,VKTX,53.38,57,3.62,0.068,0.05
Varex Imaging,VREX,14.68,14.79,0.11,0.007,0.05
Varex Imaging Corp.,VREX,14.68,14.79,0.11,0.007,0.05
"Viking Therapeutics, Inc.",VKTX,53.38,57,3.62,0.068,0.05
Abbott Labs,ABT,104.16,105.94,1.78,0.017,0.04
AquaBounty,AQB,1.67,1.64,-0.03,-0.018,0.04
Alexandria Real Estate Equities,ARE,116.29,117.29,1,0.009,0.04
Golden Minerals,AUMN,0.41,0.43,0.02,0.048,0.04
Canterbury Park Holding,CPHC,21.13,21.73,0.6,0.028,0.04
Carvana Co.,CVNA,128.99,133.23,4.24,0.033,0.04
Chicago Rivet and Machine,CVR,14.76,15.11,0.35,0.024,0.04
Denny's,DENN,7.12,7.36,0.24,0.034,0.04
Dawson Geophysical,DWSN,1.95,1.95,0,0,0.04
Destination XL,DXLG,3.63,3.73,0.1,0.028,0.04
Expedia,EXPE,126.23,127.67,1.44,0.011,0.04
FTI Consulting,FCN,215.81,217.97,2.16,0.01,0.04
FMC,FMC,57.36,58.36,1,0.017,0.04
Greenbrier Companies,GBX,49.51,51.01,1.5,0.03,0.04
Garrett Motion,GTX,8.62,8.76,0.14,0.016,0.04
Innovative and Support,ISSC,5.94,6.18,0.24,0.041,0.04
Kura Oncology,KURA,20.51,20.81,0.3,0.015,0.04
Lumentum,LITE,50.63,51.78,1.15,0.023,0.04
Park Hotels and Resorts,PK,14.98,15.06,0.08,0.005,0.04
QuickLogic,QUIK,10.4,10.8,0.4,0.038,0.04
Rogers,ROG,120.19,122.18,1.99,0.017,0.04
Salem Media,SALM,0.23,0.24,0.01,0.023,0.04
Trevena,TRVN,0.22,0.21,-0.01,-0.028,0.04
Vapotherm,VAPO,2.12,2.14,0.02,0.009,0.04
Virtus Investment Partners,VRTS,224.98,226,1.02,0.005,0.04
Vaxart,VXRT,0.66,0.67,0.01,0.018,0.04
Exela Technologies,XELA,2.41,2.45,0.04,0.017,0.04
"Vapotherm, Inc.",VAPO,2.12,2.14,0.02,0.009,0.04
"Vaxart, Inc.",VXRT,0.66,0.67,0.01,0.018,0.04
"Virtus Investment Partners, Inc.",VRTS,224.98,226,1.02,0.005,0.04
AAON,AAON,87.63,88.53,0.9,0.01,0.03
Accuray,ARAY,1.83,1.84,0.01,0.005,0.03
Archrock,AROC,20.33,20.73,0.4,0.02,0.03
BK Technologies,BKTI,12.84,12.88,0.04,0.003,0.03
Calithera Biosciences,CALA,0.01,0.01,0,0.25,0.03
Cardlytics,CDLX,8.19,8.29,0.1,0.012,0.03
Comstock Holding Companies,CHCI,6.25,6.35,0.1,0.016,0.03
Celldex Therapeutics,CLDX,36.6,38.11,1.51,0.041,0.03
Salesforce,CRM,258.15,258.8,0.65,0.003,0.03
Caesars Entertainment,CZR,39.74,39.95,0.21,0.005,0.03
Geo,GEO,14.4,14.5,0.1,0.007,0.03
Geospace,GEOS,9.06,9.33,0.27,0.03,0.03
Granite Point Mortgage Trust,GPMT,2.91,2.98,0.07,0.024,0.03
icad,ICAD,1.29,1.32,0.03,0.023,0.03
Kellogg,K,57.8,58.15,0.35,0.006,0.03
Centrus Energy,LEU,43.46,43.69,0.23,0.005,0.03
MongoDB,MDB,253,252.36,-0.64,-0.003,0.03
Matrix Service,MTRX,9.95,10.12,0.17,0.017,0.03
Natural Gas,NGS,20.09,20.36,0.27,0.013,0.03
Pebblebrook Hotel Trust,PEB,13.7,13.69,-0.01,-0.001,0.03
Photronics,PLAB,24.73,25.41,0.68,0.027,0.03
Ribbon Communications,RBBN,3.28,3.39,0.11,0.034,0.03
R1 RCM,RCM,12.65,12.88,0.23,0.018,0.03
Reading International,RDI,1.4,1.46,0.06,0.043,0.03
RadNet,RDNT,58.85,59.75,0.9,0.015,0.03
Richardson Electronics,RELL,11.86,11.97,0.11,0.009,0.03
Regional Health Properties,RHE,2.1,2.1,0,0,0.03
Starbucks,SBUX,77.99,77.95,-0.04,-0.001,0.03
Stepan,SCL,84.03,84.63,0.6,0.007,0.03
Summit State Bank,SSBI,8.9,9.3,0.4,0.045,0.03
TripAdvisor,TRIP,17.83,17.63,-0.2,-0.011,0.03
TPG RE Finance Trust,TRTX,8.64,8.74,0.1,0.012,0.03
TrueCar,TRUE,19.24,19.25,0.01,0.001,0.03
Texas Roadhouse,TXRH,172.85,174.61,1.76,0.01,0.03
Universal Electronics,UEIC,11.62,11.89,0.27,0.023,0.03
Advance Auto Parts,AAP,62.58,63.33,0.75,0.012,0.02
Autodesk,ADSK,248.62,247.52,-1.1,-0.004,0.02
Ameriprise Financial,AMP,430.04,430.07,0.03,0,0.02
American Superconductor,AMSC,23.57,24.16,0.59,0.025,0.02
Altice USA,ATUS,1.97,2.09,0.12,0.061,0.02
Auburn National Bancorporation,AUBN,18.29,18.61,0.32,0.017,0.02
Brightcove,BCOV,2.4,2.38,-0.02,-0.008,0.02
CSP,CSPI,15.22,15.46,0.24,0.016,0.02
DHI,DHX,2.11,2.12,0.01,0.005,0.02
Esperion Therapeutics,ESPR,2.23,2.31,0.08,0.036,0.02
EZCORP,EZPW,10.53,10.42,-0.11,-0.01,0.02
Diamondback Energy,FANG,201.82,202.31,0.49,0.002,0.02
FactSet Research,FDS,408.98,413.09,4.11,0.01,0.02
Green Dot,GDOT,9.48,9.56,0.08,0.008,0.02
Gossamer Bio,GOSS,0.91,0.9,-0.01,-0.006,0.02
Turtle Beach,HEAR,14.34,14.47,0.13,0.009,0.02
Interpace Diagnostics,IDXG,1.12,1.12,0,0,0.02
Lindsay,LNN,122.05,125.99,3.94,0.032,0.02
Madrigal Pharma,MDGL,277.02,284.66,7.64,0.028,0.02
MEDIFAST,MED,21.79,21.93,0.14,0.006,0.02
Maiden,MHLD,2.04,2.11,0.07,0.034,0.02
Mersana Therapeutics,MRSN,2,2,0,0,0.02
MSA Safety,MSA,187.83,188.65,0.82,0.004,0.02
Matinas BioPharma,MTNB,0.16,0.16,0,0.008,0.02
Oragenics,OGEN,1.06,1.04,-0.02,-0.019,0.02
Ocean Power,OPTT,0.2,0.22,0.02,0.088,0.02
Panhandle Royalty,PHX,3.29,3.28,-0.01,-0.003,0.02
Impinj,PI,156.32,159.29,2.97,0.019,0.02
Planet Fitness,PLNT,73.68,73.7,0.02,0,0.02
Plug Power,PLUG,2.35,2.47,0.12,0.051,0.02
Polo Ralph Lauren,RL,175.65,175.59,-0.06,-0,0.02
Sage Therapeutics,SAGE,10.86,10.95,0.09,0.008,0.02
SMART Global,SGH,23.05,23.4,0.35,0.015,0.02
Steel Connect,STCN,12.84,12.89,0.05,0.004,0.02
TransDigm,TDG,1298.46,1294.22,-4.24,-0.003,0.02
Tilly's,TLYS,5.99,5.86,-0.13,-0.022,0.02
Visa,V,263.79,265.67,1.88,0.007,0.02
Wendy's,WEN,16.98,16.93,-0.05,-0.003,0.02
Wells Fargo,WFC,59.61,59.34,-0.27,-0.005,0.02
Workiva,WK,72.62,73.77,1.15,0.016,0.02
Westell,WSTL,1.35,1.4,0.05,0.037,0.02
Yum! Brands,YUM,132.56,132.83,0.27,0.002,0.02
"Visa, Inc.",V,263.79,265.67,1.88,0.007,0.02
Wells Fargo & Co.,WFC,59.61,59.34,-0.27,-0.005,0.02
"Westell Technologies, Inc.",WSTL,1.35,1.4,0.05,0.037,0.02
"Workiva, Inc.",WK,72.62,73.77,1.15,0.016,0.02
"Yum! Brands, Inc.",YUM,132.56,132.83,0.27,0.002,0.02
Analog Devices,ADI,226.7,231.38,4.68,0.021,0.01
PlayAGS,AGS,11.4,11.45,0.05,0.004,0.01
Atkore International,ATKR,136.29,135,-1.29,-0.009,0.01
BioTelemetry,BEAT,2.58,2.61,0.03,0.012,0.01
BJ's Wholesale Club,BJ,87.94,87.96,0.02,0,0.01
CONMED,CNMD,69.07,69.04,-0.03,-0,0.01
Cel-Sci,CVM,1.17,1.13,-0.04,-0.034,0.01
Cyclacel Pharma,CYCC,1.66,1.64,-0.02,-0.012,0.01
AMCON Distributing,DIT,141,139.02,-1.98,-0.014,0.01
Ekso Bionics,EKSO,1.05,1.05,0,0,0.01
Eloxx Pharmaceuticals,ELOX,0.7,0.7,0,0,0.01
Goldfield,GV,2.32,2.34,0.02,0.009,0.01
Inspired Entertainment,INSE,9.17,9.23,0.06,0.007,0.01
Coffee Holding,JVA,2.35,2.36,0,0.002,0.01
Murphy Oil,MUR,41.43,41.38,-0.05,-0.001,0.01
Ollie's Bargain Outlet,OLLI,98.79,97.64,-1.15,-0.012,0.01
OptiNose,OPTN,1.04,1.05,0.01,0.01,0.01
PennyMac Mortgage Investment Trust,PMT,13.79,13.77,-0.02,-0.001,0.01
Carparts.Com,PRTS,1.03,1.01,-0.02,-0.019,0.01
Pixelworks,PXLW,1,0.98,-0.02,-0.024,0.01
Robert Half,RHI,63.9,64.19,0.29,0.005,0.01
Sintx Technologies,SINT,4.9,5.09,0.19,0.039,0.01
SELLAS Life Sciences,SLS,1.2,1.16,-0.04,-0.033,0.01
Smart Sand,SND,2.11,2.08,-0.03,-0.014,0.01
Tootsie Roll Industries,TR,30.72,30.84,0.12,0.004,0.01
Whirlpool,WHR,101.78,101.97,0.19,0.002,0.01
Whirlpool Corp.,WHR,101.78,101.97,0.19,0.002,0.01
Aptiv PLC,APTV,70.67,69.39,-1.28,-0.018,-0
Blueprint Medicines,BPMC,107.68,108.3,0.62,0.006,0
Chimerix,CMRX,0.89,0.89,-0,-0,-0
Coty,COTY,10.08,9.95,-0.13,-0.013,-0
CPI Aerostructures,CVU,2.49,2.45,-0.04,-0.016,0
CohBar,CWBR,0.5,0.5,0,0,-0
Dynavax,DVAX,11.19,11.19,0,0,-0
Farmer Brothers,FARM,2.62,2.72,0.1,0.038,0
Forestar,FOR,32.19,31.63,-0.56,-0.017,0
Gevo,GEVO,0.56,0.58,0.02,0.037,0
InfuSystems,INFU,6.81,6.9,0.09,0.013,0
Independence Realty Trust,IRT,18.7,18.65,-0.05,-0.003,0
IZEA,IZEA,2.36,2.3,-0.06,-0.025,-0
Kosmos Energy,KOS,5.57,5.53,-0.04,-0.007,0
Marathon Patent,MARA,20.33,19.67,-0.66,-0.032,-0
Norwegian Cruise Line,NCLH,18.8,18.43,-0.37,-0.02,-0
Novavax,NVAX,12.67,12.81,0.14,0.011,-0
News Corp,NWS,28.42,28.49,0.07,0.002,0
Okta,OKTA,93.14,93.94,0.8,0.009,-0
Regulus Therapeutics,RGLS,1.73,1.8,0.07,0.04,-0
Roadrunner Transportation,RRTS,1.26,1.2,-0.06,-0.048,-0
Sound Financial Bancorp,SFBC,43.05,43.01,-0.04,-0.001,0
Sunstone Hotel Investors,SHO,10.49,10.36,-0.13,-0.012,-0
Schmitt Industries,SMIT,0.01,0.01,0,0,0
World Acceptance,WRLD,123.85,122.12,-1.73,-0.014,-0
World Acceptance Corp.,WRLD,123.85,122.12,-1.73,-0.014,-0
BG Staffing,BGSF,8.67,8.58,-0.09,-0.01,-0.01
The Cheesecake Factory,CAKE,39.39,38.89,-0.5,-0.013,-0.01
Consumer Portfolio,CPSS,9.76,9.46,-0.3,-0.031,-0.01
Deere and Co.,DE,375.07,371.98,-3.09,-0.008,-0.01
Dick's Sporting Goods,DKS,216.09,216.35,0.26,0.001,-0.01
